,author,text,date,stars
815,J M.,"Great food and great dinning experience. Walking down the street looking for gluten free options, we stumbled upon this gem. Complimentary bruschetta was fantastic. Five of us all tried different dishes to share, we loved everything. Service was impeccable and worth all five stars!
",2016-04-19,5.0
816,Connie C.,"Reminiscent of Buca de Beppo as far as kitsch is concerned, but the menu is large and varied. All the pasta is homemade, as are the meatballs. Portions are generous and the service is good.
",2016-06-01,4.0
817,Barbara D.,"Ghetto Fabulous Italian Restaurant. 

The decor reminded me of an old Italian woman's cluttered home but it had a close familia' feel. 

The penne arrabbiata with a side of sausage (yum) was a bit above average & mixed with pink sauce per my request...cool thanks. But the crab ravioli was a bit too fishy and just OK. The Burgess Syrah really complemented the spice of my pasta. 

However, the tool of a waiter was quite annoying...trying to sucker us into getting the more expensive wine. It's one thing to know what you're talking about and know your wines but to obviously try to sneak a different wine under your nose just based on the price....classless & sneaky. The guy just wasn't comfortable in his own skin and it was obvious.
",2009-01-06,3.0
818,Douglas L.,"Bad. Bad, bad.... BAD. This review will be short.  If I get really going on this place, I'll have to write a book.
My wife said her spinach salad was make out of leaves that she would have thrown out.
I ordered Oso Bucco in a ""white wine sauce"". When it came it was totally smothered in a brown, gravy-like substance and had the appearance of a cow pie. Seriously, whatever meat was under the ""gravy"" was cooked to smithereens, was tough and way too salty. I asked our waiter about the ""white wine sauce"", and he looked like a deer in the headlights. He said he'd check and came back to me saying ""yes that's the wine sauce."" Even he looked surprised.
My wife had a salmon & pasta dish that she said was terrible. I REALLY wish I could say somehting nice about this restaurant, because we enjoy going to SFO for lunch in North Beach and have rarely had a bad meal in that area. 
The 5 star reviews for this  place make me wonder if we just got a very bad day or what. We won't risk our money and our stomaches again to find out though.
",2014-10-29,1.0
819,MisoSoup O.,"Last night we celebrated My Hubby's BD. Went to the place after a recommendation of the Marriott's Concierge. 
Great things: The food, the service and the portions. Our kid got gnocchi with meat balls and alfredo sauce. The best dish on the table and it was hard to compete with the cioppino, some salads, calamari, risotto and 2 other veal dishes. Very tasty but make sure you request less salt.
Good things: The music. Some updated or old dated (like San Remo) music will be appreciated.
Parking: Challenging but we had a spot in front of the restaurant
So why only 4 starts? It is a charming place with excellent service and great food, but! - the restroom. The owners must take some actions there, how much is a renovation of a tiny toilet is? 2K and it is all tax deductible. When you see an old, not clean enough, with dirty rugs toilet rooms-  one will be very concerned about the sanitary and some other health issues.
",2014-02-02,4.0
820,Amanda T.,"We come every time we visit San Fran! Real authentic Italian and eclectic decor. Service is always very friendly. Recommend for families and groups of friends!
",2016-07-17,5.0
821,Jules F.,"I feel the atmosphere of a restaurant truly makes up half the dining experience & 'Mona Lisa' has definitely mastered a beautiful, romantic look inside it's cozy, charming restaurant. Our waiter was very knowledgeable & attentive. The linguini al scallops with the white wine sauce & the garlic parsley, the fritti calamari, the tiramisu, etc.. I'm getting hungry again just thinking about all the food we were served!
",2014-06-13,4.0
822,Heather H.,"I came here for a romantic dinner. Don't mind the mobster Italian ornateness, this place will knock your socks off. We arrived and there weren't many people there. We sat near the window and asked them to cork our wine....this was $20. Oh well. 

We skipped the appetizers and had break with oil and balsamic vinegar. 

I ordered Lobster ravioli with a creamy tomato sauce, $18. My bf ordered a seafood linguine with calamari, clams and shrimp in a marinara sauce $18. 

We decided to skip dessert. I was stuffed. I said that it was one of the best meals I ever had...the wine was good too, but I brought that. 

My recommendation: If you bring wine, bring a magnum so that its worth it, and try the lobster ravioli. It was just divine.
",2011-01-03,5.0
823,Meghan A.,"What an amazing dining experience! My boyfriend and I went to this restaurant and were swept away with the amazing wine, food, service, and ambiance of this restaurant. Our waiter was very attentive and very friendly and the food was to die for! If you are looking for a romantic date or for a delicious italian meal with the family, this is the place to go! Also, to wrap up an amazing meal, we were also able to have our picture taken in their signature Mona Lisa Fiat. We can't wait to dine here again.
",2014-09-27,5.0
824,Daniel R.,"Our New Year's dinner was very uncomfortable. We were 3 families and asked to be split up because it would have been easier at the time of ordering our food and paying. Once we told the waiter we wanted separate tables, he became upset and rude. The food was very good, but the service and the attitude we received was terrible. My wife walked out and ran into the restaurant's owner, and explained to him what our discomfort was. I hope he listened and does something about his rude staff.
",2014-01-05,1.0
825,Jeff C.,"Growing up in an Italian family, I was spoiled by all the great food my Grandparents and Mom made for us.  That said, I'm very picky about Italian restaraunts since they have to compare to the delicious home cooked Italian meals I'm used to having.

When our family was in SF over Christmas break we were looking for a place to eat and the owner was outside inviting people walking by to come in to eat.  He and my Mom were speaking in Italian to each other and she decided we'd eat at Mona Lisa.  It was packed, full of energy, and smelled so good.

He sat us down in the middle of the restaurant and said he would bring us a special appetizer.  What he brought out was something not on the menu, but was a special ground sausage dish that his Mother always made.  It was so good and he gave it to us complimentary.

The rest of the meal was delicious, great sauces, al dente pasta, and delicious bread.  The meats and seafood were succulent and everyone was very pleased with the dinner.

It was a great night, meal, and a fond memory of our time in SF.  Some people on here say Mona Lisa is ""touristy"", but if they serve really good Italian food, who cares?
",2011-02-16,4.0
826,Hudson W.,"I come to San Francisco once every month for work, and I've never missed out on coming to Mona Lisa! They have the absolute best gnocchi alfredo in the world. Something about their alfredo sauce is simply perfection. I literally think about how amazing this dish is before ever dinner I eat. Fairly priced, pleasant service, a must go to. One tip - the bread is hard and room temperature. I'd prefer soft and warm.
",2014-03-03,5.0
827,Aaron G.,"This restaurant is a hold-over from the American Italian dining experience of the 60s and 70s. The menu is too long; who wants to read through 200 entrés? It also doesn't give you confidence that they actually prepare anything well.

We tried the ""family platter"" of appetizers, so got a taste of various standard Italian bits and bites: buschetta, melon with prosciutto, etc. That's hard to screw up because it's largely about just getting fresh ingredients.

My entré was the baked eggplant. It was inedibly salty and pretty drab. Tomato sauce was nothing special, pasta was hard and overcooked. I complained about the saltiness but the waiter didn't offer to do anything about it. I will give it to him that he made good wine recommendations. 

The evening was on the pricey touristy side to top things off... I certainly wouldn't go back.
",2011-05-13,2.0
828,Hiroko S.,"This is one of tourist spot in SF.  Each plate was pretty big that we shared.  I don't usually eat dessert because I cannot have enough space for it but I think you should order dessert in Mona Lisa.

Cannoli was good!
",2006-12-31,3.0
829,Saralee C.,"Mmmmmmmmona Lisa, I miss thee.
Walked around all the Italian places nearby before finally deciding on this one. It was a Thursday night and this place was super busy. Asked the dude in the front how long the wait was and he said he had some tables for two. We decided to sit outside although I kinda wish we would have sat inside to check out the decor. 

The waiter was prompt with our order and we decided to get the Spaghetti Aglio e olio and the Penne Salsa Rosa. They served us some bread and butter while we waited for our food, and we got to people watch until our food arrived. My Penne Salsa Rosa was amazing, it tasted just how I had imagined it. My friend liked his as well but he said it was a little too oily for him. I could only finish 3/4 of it because I had eaten a few hours prior. I wish I had more room so I could have tried some dessert or at least finish my pasta :( . 

The italian guy in the front kept talking to us in italian and according to my friend he kept saying to eat up, since we were both pretty stuffed with food still on our plates. The owners are really nice and warm with customers and the waiters are pretty attentive, or water was being filled up every 5 minutes. It took a while to get our check, but it was pretty busy and I didn't mind.

Loved this place, want me some Sala Rosa.
",2009-08-15,5.0
830,Chris M.,"We went to Mona Lisa's based on a cab drivers reccomendation. I am so glad we did! It was our anniversay and I guess they overheard us talking about our anniversary because after our meal (I'll get to that in  a minute) they brought us a big piece of Tiramasu wiht ""Happy Anniversay"" written in chocolate sauce on the plate! It was the best Tiramasu I've ever had hands down. Our waiter wa a smaller sized young man who was absolutely phenominal! The food was crazy good and I am actually a chef with Italian in my background. I ordered linguine with the meat sauce and meatballs. I also paid the extra $4 for the hand made pasta which turned out to be the best 44 I've ever spent. This place is classy and a great experience from the minute you walk in the dorr. My wife got a chicken dish with a light wine sauce that had artichoke hearts and Sicilian olives. It was to die for! Two big chicken breats on the plate with fresh sauted spinach and roasted potatoes. I will make this place a stop every time we travel from Elk Grove to the city for sure
",2017-03-22,5.0
831,elisa I.,"Had dinner here 2 nights ago and loved it!!! The owner mourizio, welcomed us it and sat us right at a table bringing appetizers over on the house like we were family! Has such a great time, good food, entertaining and delightful staff. This place is a new favorite for the hubby and I!!
",2014-02-13,5.0
832,stephanie f.,"Delightful little gem of a restaurant, we had the most amazing spaghetti with meat-sauce and meatballs, what is so awesome is the meat sauce contains strips of very tender beef in addition to the usual ground meat, very tasty, the calamari only rates 3 stars for us as it was tough should be cut in thinner rings and done a little crispier, the service was superb, we also enjoyed a delightful tiramisu, we will definately be back,
",2014-02-11,5.0
833,Rob L.,"TOURISTY ITALIAN EATERY WITH SURPRISINGLY GOOD FOOD

There was a long line outside the door so we were hesitant to ask how long the wait would be.  The host told us it would be just a few minutes so we decided to wait.  In no time, we were led into a stuffy, crowded dining room to a cozy table.  The menu had so many choices that it was hard to decide.  I thought the prices were a little steep but we were in North Beach.  We decided on the following:

Sicilian Candy--We started with a big bowl of roasted garlic that tasted delicious on the bread.

Antipasto Misto--A platter of prosciutto, salami, soppresata, olives, and assorted cheeses arrived at the table.

Spaghetti allo Scoglio--White wine sauce with shrimp, clams, mussels, and calamari were delicately tossed with perfectly cooked pasta.  I love it when the pasta is cooked al dente.

Linguini allo Squalo--L ordered the linguini with a rich tomato sauce of swordfish, salmon, shrimp, mussels, and clams.  He said the seafood tasted fresh and I totally agree.

The waiter was very entertaining and was always right there if we need more water or wine.  We were hesitant about trying this place because it seemed so touristy but we were pleasantly surprised by the friendly service and the quality of the food.
",2010-12-26,3.0
834,Cara L.,"GREAT service, ambiance, and food. Very authentic and great experience. Been here twice in two days! Thank you to the wonderful guys here!
",2016-03-13,5.0
835,Dee Z.,"If you happen to be alone and want to go out to eat, this place along Columbus would be perfect. I was just checking the extensive menu in front when they commanded, ""Table for one..."" - and I just followed; I was hungry anyway. Whoever decorated the place just went hogwild, with the autographed photos, busts, sculptures, paintings on the wall, paintings on the ceiling, the lights in the front, the servers with Mona Lisa ties (...you can really tell who can tie a tie) - the place was a total crack up. Of course it's for tourists, but the locals can enjoy it as well.

You better have an idea of what you want to eat, it has the most offerings of an Italian restaurant I 've ever seen as it runs a couple of pages long in a small font.  I had a house salad, which I thought was tasty because they chopped the tomatoes up enough so you could really taste them. I had their cheese ravioli and osso buco (could have used more of what the dish is famous for). Both dishes were fine...but when I got the dessert menu was when I had my flashback - I was back in Rome - reading the dessert menu of about 15+ items - knowing they did not make their own desserts. Don't get me wrong. It made me wonder why their menu was so long - I hope their dishes are not premade and frozen - the food tasted fine and, frankly, if I'm in the mood, I love the Italian ornate scheme of the restaurant. 

There were lots of people in and out so I don't know if it was a combination of tourists and locals. I would go back again - it's a fun place to practice your powers of observation while having a nice Italian meal.
",2011-03-06,4.0
836,Yeshua S.,"Mauricio the owner is the greatest host, and makes you feel at home.  I have never been disappointed with this restaurant, this is a must for anyone visiting San Francisco!

Mauricio the owner is the greatest host, and makes you feel at home.  I have never been disappointed with this restaurant, this is a must for anyone visiting San Francisco!
",2012-04-23,5.0
837,Alan S.,"A highlight of our San Francisco trip! Between the atmosphere and the incredible food, you will feel like you just stepped into an authentic italian family kitchen. I had a seafood platter that included 7 different types of seafood as well as a delicious sauce and long perfectly cooked noodles. We sat outside on the street table next to the little fiat, and loved being able to see the people and experience the atmosphere of San Francisco. We also took pictures in the fiat that includes wooden seats. The car actually drives and adds another level to this great little restaurant. Go check out the Mona Lisa restaurant. You will be glad you did.
",2016-03-08,5.0
838,Marian P.,"Excellent service, food and atmosphere.  The interior is very unusual and quite lovely.  The servers were so nice.  We had a table right in front of the kitchen and could see all the food preparation. Everything was wonderful.  Thanks for a fabulous experience.
",2012-08-06,5.0
839,L P.,"Had the eggplant Parmesan tonight as it was recommended by the waiter. It was swimming in oil!! There was no breading & it seemed like just eggplant covered in cheese drenched in oily sauce. Should've opted for the pesto. Cute restaurant, cozy atmosphere. Pricey too.

Something odd happened. The bill was ~$86 & my friend put down a $100 bill. The server rejected it & asked for a smaller bill...seriously??!!! He even asked one of us to go next door to see if anyone could break a hundred! A good waiter would do that for you! Apparently the explanation was that most people charge their bills & they didn't carry much cash in the restaurant. Ummm, most restaurants I've frequented love cash & don't like credit card charges bc of the fees. So, he never accepted the $100 & my friends had to find 20s to use instead. Very strange!
",2013-08-23,2.0
840,Jenna W.,"Penne al forno calabrese, garlic bread with cheese and Cioppino was awesome.  The service was a bit slow and they brought our appetizer with the dinner.  Service was friendly, and drinks were filled often.
",2013-09-28,3.0
841,Tony G.,"A very authentic Italian eating experience. The food was outstanding, our server was great, and the owner spoke with us for a while as well. We have been all over Italy and the restaurant is just like the old country.  Highly recommended!
",2014-03-30,5.0
842,Desmond L.,"I had mixed experience with this place. The first time I went there a few years ago, the food, wine were amazing. I went back recently, the pizza I order was so watery. Disappointed.
",2013-09-12,2.0
843,Shaynapet M.,"Love there food so good & great wine list wonderful indoor scene very neat pics & decore all over so cool I always go here when I am visiting S.F :)
",2013-07-30,4.0
844,Robert H.,"I have been here a few times. Love the food so much I am taking my children who are very picky eaters there. They will love it.
",2011-09-04,5.0
845,tonya m.,"It was very busy on Saturday night, a lot of places had long lines.  We walked by Mona Lisa restaurant and were literally pulled in by the owner.  We loved that he wanted our business, and sat us immediately. The décor was dark and a little crazy, but in a good way. Our waiter Mario was fantastic, he was attentive and made us feel special.  Our food was delicious, we ordered a bottle of Pinot Grigio excellent. The Caprese with mozzarella, and prosciutto to start was fresh and filling.  We decided on 4 cheese ravioli in a cream sauce, and the crab ravioli in a tomato sauce.  Both cooked perfectly. They also sent us a complimentary tiramisu, which was one of the best I have ever eaten.  thank you to the whole staff for making date night unforgettable.
",2015-09-01,5.0
846,Andi I.,"went here with gf for our first vday dinner
place was a little to cramped for my taste
had too many things hanging on the walls
menu was huge
if you like risotto, this place has quite a selection
food was good overall, i had the bolognese, gf had the risotto
also ordered the caesar.
finished the night with tartufo
walked out really full
willing to come back
",2013-03-10,4.0
847,Evan H.,"Awful.  TOURISTS BEWARE.  I live in SF, and am ashamed that I took some visiting friends here.  The food is crap, as should be obvious by any place with this large of a menu.  It's designed to attract unsuspecting tourists, and its clear the staff caters specifically to this audience.  Upon signing our check, the owner came over and told us we needed to wrap things up quickly because he had another reservation.  So rude.  We asked for our leftovers to be boxed up, and when they didn't show up back, we asked.  Our server ran to the kitchen, and came back to let us know that they were already thrown away.  No apology, no offer to correct the situation.  Just a blatant response, and he was off to another table.  As we stood up to leave, a bus boy accidentally stomped on my girlfriends foot, turned to look at her, and then went back to what he was doing.  Again, no apology.  

This place is nothing but a crap restaurant designed to churn and burn through unsuspecting tourists, with very little regard for customer service or quality.  They clearly know that they won't see any repeat business anyway, so why try.
",2010-09-26,1.0
848,Naomi D.,"When I was in San Francisco I was craving Italian food and the name Mona Lisa stood out to me! I ordered chicken fettuccini alfredo, it was so yummy. I had a salad before the meal with bread and butter. It is a romantic atmosphere for a nice night out with your other half.
",2013-10-11,5.0
849,Giovanni L.,"Great Feeling to feel Italian For one knight the owner great host very good hearted 
The service is great and the food is excellent  Was there on a week end and we had a great time waiting in  line  the place was completely  full and the  owner was able to please every one ether with wine or an antipasto on the house 
I recommend These place if you want to have a good Italian meal
",2011-04-18,5.0
850,Suzi K.,"Where's that 1/2 star when you need it?  2.5 stars for this Italian joint.  I would've rounded up but I paid good money for a meal and I didn't get anything in return.

Me and the GF decided to have an adventurous Friday night.  Get totally wasted and walk around North Beach aka Lil Italy looking for some squid ink pasta for her.  We walked on and off the beaten path and ended up here, Mona Lisa Restaurant.

First off, if you let someone sit outside on a fairly cold night, you should give them a discount.  I felt like I was an hour advertisement for this place since there was a lot of foot traffic and everyone and their mama was looking at our food.  

On to the food...
Garlic bread:  It was basically the free bread that they gave but with butter and garlic.  It wasn't even soft and fresh.

Antipasto Misto (meat n cheese appetizer):  The prosciutto was good.  Unfortunately, the meats were a bit cold.  Not so fresh cold cuts from the fridge? Probably.

Lingiuni al Nero di Seppie (squid ink pasta):  The GF was so disappointed.  The squid ink did not taste fresh at all.  She something along the lines of ""I didn't know you can get squid ink in a can."" Nuff said...

Risotto allo Scoglio (Seafood risotto made with a white sauce):  Very bland flavor.  The prawns were overcooked, had itsy bitsy clams, and I don't think I saw the mussels.

Normally, being drunk lowers the bar for flavor in my food.  This place just did not satisfy that drunk hunger we had and everything was less than okay.  The best part of the meal:  It was Friday night and I was drunk. :)
",2011-10-08,2.0
851,Megan N.,"The Mona Lisa was such a great experience! We were able to meet the owner of the restaurant the minute we were seated and he was nothing but nice! All of the staff was great! Our drink orders were taken right away, and the service was prompt. The atmosphere of this restaurant is so relaxing. We sat outside on the patio and were able to watch the city goers. It was such a great experience I am looking forward to the next time I can make it
",2014-03-02,5.0
852,Jason B.,"If you can look past the touristy location and stale standards (sorry Frank and Tony), you'll find surprisingly good pasta. My penne with house tomato sauce and some grilled chicken was better than expected, and my grandparents would have shared my appreciation for the massive bowl of parmesan cheese the waiter brings to top off your dish.

Ambiance is so so (cavernous and busy) and prices are high. But the food is worth a visit, perhaps on a day you decide to play tourist in your own town.
",2011-04-18,3.0
853,Chad H.,"Great service!  Great food!  Water glass was never empty (and I was thirsty after a weekend in Napa!) Our server Andrea is a pro, made us feel welcome and seated us right away. He took great care of us. We wandered around looking for the perfect Italian dinner experience and this was it!
",2014-09-02,5.0
854,Komal P.,"I made a last minute reservation for 10 at Mona Lisa on the afternoon of NYE. The restaurant was very kind about accommodating us and even held our table for us when we ran thirty minutes late.

The menu is very large... a little on the overwhelming side especially because everything sounded great. We started with the Bruschetta, Calamari Fritti, and Sicilian Candy --- the first two were standard but the Sicilian Candy was very yummy and of course garlicky so  be sure to bring some gum if you plan to order this! : )

For the main course, I ordered the Salmone con Gamberetti alla Crema and it was SO very good!! I tried the Risotto al Porcini and Gnocchi al Gongorzola from friends at the table and both dishes were excellent. Another friend ordered the Chicken Marsala and it was oddly sweet in a not so good way, so I would recommend staying away from it. For dessert we had the Cappuccino Truffle and it was incredibly delicious.

The place is small but cozy with beautiful ceiling art and the service was friendly. Thank you Mona Lisa for a lovely NYE dinner - we had a fabulous time dining with you!
",2011-01-01,4.0
855,Mike J.,"Pros:
Pretty good food & wine

Cons:
Rude / stuck up servers
Warm water (no ice)
Poor ventilation / WAY too hot inside

I should have realized something was off when this was the only place nearby that doesn't have at least a half hour wait for dinner. Oh well.
",2010-11-02,2.0
856,Mick M.,"Terrible Service! Tonight! Slow. Slow slow. Waiter didn't even take our dirty bread plates away. Just stacked the damn dinner plate on top! I was appalled. Never gave us an oil bowl. Had to beg for service, wine, food and then our friggin check! Bathrooms were so disgusting a gas station restroom would be cleaner. Waste of money tonight. Never going there ever again. So disappointing. Tourist trap.
",2016-02-06,1.0
857,George B.,"Bad ass dinner! Food was amazing! Best meal I had in San Francisco. The gentleman that saw us in was a true gentleman and the waiter was perfect. The whole dinner was a great experience.
",2013-09-17,5.0
858,Jordan A.,"A North Beach tradition!  One of the best Italian restaurants in San Francisco.  You can't go wrong no matter why you order from the menu.  Highly recommended!
",2014-02-11,5.0
859,Mindy S.,"This was certainly the worst Italian food I've ever had. If you can call it food. And this dining experience certainly is in the running for worst paid meal I've had in some time. 

We wanted to go to Franchino's. We walked over there after consuming some delicious Dead Guys at the Rogue Public House. Unfortunately, it was closed. In our inebriated, famished state we looked around for the first place that looked decent. And there, before us was Mona Lisa. It looked clean, inviting and pleasant inside, so after checking Yelp to see that it had a decent 3.5 rating, we decided to give it a go. 

We realized upon entering that there weren't that many people in the restaurant and all of the patrons were crammed in the front of the house to give the illusion of a very busy cafe. Oh well, we had a nice spot by the window. We ordered - garlic bread with cheese, Chicken Saltimbocca and Spaghetti Carbonara - really standard, generally very easy to prepare Italian fare. 

Ugh. I'm still trying to shake the garlic bread. So unbelievably garlicky. So unbelievably bad. My pores are oozing garlic. My breath is so incredibly smelly and this, over 24 hours later. I don't know if the garlic was bad or if there was simply too much of it but it's a powerful stench. And I love garlic. 

Then the Spaghetti Carbonara. Salty. So salty. And then I found a giant piece of egg shell in my food (unfortunately too late, I was crunching on shell for the rest of the night). The Saltimbocca was watery, raw looking and had a smell to it. Not a pleasant saltimboccay smell. 

Anyway, we alerted the waiter to the shell in my carbonara. He apologized but that was it. No adjustment to the bill. 50 dollars later, I spent the plane ride home to DC gripping my stomach and hoping that my row partners couldn't smell the stench of garlic upon me. If this is what passes for Italian food in San Francisco you can count me out. I don't know a single Italian from Rhode Island (the Italian capitol of the country) that would serve nor prepare what I ate. 

Curse you Franchino's for being closed!
",2010-09-07,1.0
860,Michael N.,"Mona Lisa Restaurant just had some great pasta from the this North Beach Italian restaurant. I also find the staff very friendly and helpful. Plan to continue return the next time I am in the area.
",2012-12-27,5.0
861,Crystal H.,"The worst place to eat in San Francisco! There are so many other places to eat that are better with better service! I just ate here recently and our server sucked!!!! And this place is clearly family owned because all the servers pay attention to their family/friends drinking espresso outside. The only way they want to talk to you is if you put your credit card out on the table before even bringing the check to you!! The price for what you get is over priced!!! They barely give you anything for a plate that cost $20 the server completely left my table never took our plates not brought the check! I will never eat here again!!!! And the food is plain!!! Buyer beware!!!
",2014-09-21,1.0
862,Quelli L.,"For my 21st birthday I wanted my family to get together and have a great Italian meal as well. Now my family and I are frequent visitors to San Francisco, so we were looking for something that would send us over the top. What we found was this little whole in the wall, meet your neighbor next to you, and scrumptious food. The staff was wonderful. 
Now to the food: I had Tortellini with a fresh pesto sauce that was amazing, my mouth is watering as I am typing this. All the other dishes that my family had were amazing as well. The Veal Mona Lisa was exquisite, it tasted like butter. I  am planning to celebrate my 24th birthday in San Francisco this year, I believe we will be stopping by to enjoy this wonderful place again.
",2012-01-17,5.0
863,Diana H.,"best italian restaurant in san francisco!! order the cioppino and you will NOT be disappointed! we make it a point to always come here when we are in town and we are consistently blown away by the quality of food at mona lisa.  highly recommended for an authentic italian meal!
",2016-01-19,5.0
864,Lana ..,"I love their ambiance and outdoor seating. 
The food is pretty good too (I guess it's hard to ruin Italian Food: a lot of pasta, sauce and salt).
Be sure to tell them that it is your birthday, so they would give you a free piece of dessert.
",2010-09-30,4.0
865,Rox T.,"This place has a VERY LARGE MENU. I have not tried nearly half, but I love it because a few things. 

1. Their cioppino is a repeat order. I love to order a side of cooked spaghetti to mix in with the soup once it's half eaten. Changes the meal a bit. 
2. Sicilian Candy (roasted whole garlic cloves) is also great used as a bread spread. 
3. They have plenty of wine to choose from, but I tend to stick with the Chianti Rufina. Something about Chinati and Sicilian/ Italian food is a must. 
4. The staff is awesome and the owner loves his heritage and conversation. 

I would love to sit in this restaurant all day and try a bite of everything for a more legit review, since they have so many different things to offer.
",2010-11-23,4.0
866,Angela F.,"Intimate Italian restaurant in North Beach...but then again...aren't all the Italian restaurants in this area small and intimate? I've tried a few Italian restaurants in North Beach and this one wasn't any more memorable than the others. Service was very attentive and friendly.  

Bread before the meal
-crust was a bit too hard...it would be perfect if the bread came warm 

Gamberoni Piccata - $20
(prawns in white wine, lemon sauce with capers)
-prawns were very fresh and tasty; good portions; dish was a bit too salty though

Risotto Alfredo with Prawns - $17
-good taste and portions; you'll enjoy this dish if you like very heavy and rich sauces

The menu is very extensive so I would come again to try other dishes.
",2011-04-18,3.0
867,Neal G.,"This is the third time I've been here,  should have written this review a long time ago.  A party of about 12 of us,  food was excellent from all the conversation around the  table.  Good salads and they brought out a killer appetiizer platter.    Very good prices, super service, at the end of the birthday event they brought out a bunch of small desserts,  so I give them a solid 5 stars.
This is the kind of place that North Beach is all about, great service and food and just an enjoyable event, they treated us very well. 

Great italian food, huge variety, well prepared,  as  good as it gets in the City !!
",2014-04-23,5.0
868,Rae D.,"I was frightened that it was a tourist trap, but my Mom wanted to stop and since it was the first place she was even slighted interested in I agreed. I am so very glad I did!

We sat outside for lunch and had a wonderful view of the church across the street, so Nice ambiance, check.

The maitre'd (owner?) was cheeky Italian, insistent that his place is the best, and we obviously deserved the best. Treated well, check.

There was an entire bus-load of Italian tourists eating inside, and they all seemed very pleased with their experience. Must be a good sign!

Thanks to the full house, our waiter was incredibly busy. He was still polite and made sure we knew we mattered also. Another treated well, check.

Now for the food...WOW! I had the Gamberoni Piccata, and my mom had the Fettuccine Mona Lisa. In spite of enormous portions, we cleaned our plates. The house bread is wonderful too. Terrific food, check.

I feel it may help to mention that I live in Houston, and it's not bragging to say we have our fair share of fantastic restaurants. I am truly picky, and can say that Mona Lisa is top-notch.
",2014-07-03,5.0
869,Krista K.,"The owner of this restaurant is such a sweetheart! My cousin plays on his son's soccer team  and he really spoiled us! There's like appetizer tower THING that is seriously incredible. If you wanted to just share that with a few people and have some wine, you would be in great shape! Strongly reccommend for everything from a romantic night out to a fun girls' night. Great place that is as ""North Beach"" as you can get.
",2013-05-10,5.0
870,Brittney G.,"Mona Lisa's is THE Italian restaurant in San Francisco. If you are looking for great service, kind staff, and amazing food, this is the place for you. I had the Mona Lisa chicken and my boyfriend enjoyed the spaghetti with garlic, olive oil, and clams; we enjoyed every bite. For dessert, you MUST get the tiramisu! I WILL be coming back to this restaurant in the future.
",2013-06-14,5.0
871,Doug W.,"Great pasta from scratch with delicious sauces.  This is the place this chinese kid takes his eye-talian friends to eat.  We've always had great food and service here.  They even took my reservation that I yelled out on a double decker your bus as we passed the restaurant: "" table for 2 at 7 pm please Mauricio!!!"". Sure the folks on the bus were impressed by my manners and cultur, but who wouldn't?   My fav is the veal milanese with beef ravioli.  Their alfredo sauce is really good also.  With indoor and outdoor seating, this place is a must visit.
",2011-08-01,5.0
872,Erin L.,"Love this place! Live inSF and it's a go to when we want good Italian food at a reasonable price. Large portions. So good!!
",2015-09-30,5.0
873,N R.,"Awesome food! So many vegetarian options. Went with a large group, including kids. Pumpkin and asparagus ravioli were delicious. The staff was friendly and personable and has good recommendations. Dessert was even better. The tartufo was a big hit and we demolished it quickly! Will definitely go back.
",2015-07-20,5.0
874,Wendy M.,"This review is long overdue and based on the actual experience rather than the food (did not actually eat a full meal here):

On a first date we went ""Italian restaurant hopping"" down North Beach. Getting an appetizer at one place, main course at another, etc etc. 

Anyway, as we were walking down a friendly man said hello and to please come in! We said we'll just have a glass of wine since we just ate and still welcomed in. 

We asked to sit outside because it was such a nice night out. The owner of the restaurant [I think] also came outside to say hello. I honestly forget how the subject came up, but we had told them we were on a first date and they went all out for us. 

They brought us a candle outside to make it romantic. Brought us some cheese for the wine we were sipping on and basically made the entire experience something to remember. 

They never made us feel unwelcome because we just wanted a glass of wine. 

Unfortunately, we did not try any of the main dishes, but on our anniversary we plan to repeat our path down and will definitely make it a point to come here again for some Italian food and wine!
",2011-03-05,5.0
875,Suzie S.,"Went there with a large group the other night.  In fact, we took over the restaurant.  Five out of six of us at my table were disappointed.  My veal marsala was tender, but pretty much tasteless and served luke warm.  Fellow diners who tried the parmigiana were underwhelmed by the sauce.  
The salads were not impressive and most of us left our dessert, tiramisu (I think) on our plates. 

Maybe the restaurant is okay for individual tables, but they cannot handle large groups.
",2013-12-09,2.0
876,Therese H.,"So this review is a bit tricky....

I would have given a 3 1/2 star review for this place for the food and service. 

Upon leaving the restaurant however, I removed my purse from the hook, which was hanging under the table and noticed something moving. Upon closer inspection I saw that it was in fact a cockroach. 

This cockroach apparently had climbed into my purse from under the table. 

I didn't want to make a huge scene as the restaurant was full, but maybe I should have let out the supressed scream after all. 

The manager offered to comp us wine for our next visit, which quite frankly will never happen!  

I walked to th nearest parking lot, dumped the contents of my purse, and retrived said bug. 

After getting the little critter into a envelope, I returned to the restaurant and was met on the sidewalk by the manager. 

I handed him the bug and he offered to comp the bill. 

I appreciated this although sadly, I was left with a bad feeling in my stomach and a strong desire to chuck the remaining contents of my purse into the nearest garbage can.
",2010-07-07,1.0
