,author,stars,date,text
1158,Ricardo L.,"Wow!! This place was delicious. The food was great. The drinks were great. The service was great (Nev I believe was our waiters name) I highly recommend this place. I can't wait to come back to San Francisco, Fisherman's Wharf. I'm coming back.
",2018-12-01,5.0
1159,Christal C.,"Wow! Amazing delicious food! Loved every bit of it. The place, the staff, the food, the view, all of it. Came here for the ratings and I was not let down.  My boyfriend and I wanted to taste a little bit of everything without spending a lot, so we decided to share. We shared a ""cup"" size chowder and ""Jumbo Shrimp Cocktail"". For myself I ordered the  ""Garlic Whole Dungeness Crab"" and he got the ""Shellfish Platter"". Overall we spent $130 not including tip. Quite an expensive meal but definitely worth it. 

CHOWDER: 10/10 cup size was perfect to share. Get a little taste without getting full. 
SHRIMP COCKTAIL: 10/10 very refreshing 
GARLIC WHOLE DUNGENESS CRAB: 10/10 very garlic flavored potatoes and broccoli. The garlic on the crab was just right, not overpowering. Enough to satisfy you and still have room for dessert. 
SHELLFISH PLATTER: 8/10 boyfriend thought some of the crab pieces were dry. He liked the meaty mussels though. 
CREME BRÛLÉE: 10/10 perfect sweetness
",2016-09-11,5.0
1160,Denny M.,"11/27/18- Food was good. Oysters were good but a couple looked like they got run over in the parking lot. Wedge salad filled me up so little room left for Mixed Seafood trio.  Salmon, Cod and shrimp were good but mashed potatoes were lukewarm at best. Server was friendly and hostess and bartender went the extra mile to accommodate us. Will try again and hope for a 4 star experience.
",2018-12-01,3.0
1161,Thiago F.,"Long wait, I found the food to be very expensive and pretty unimpressive. Nice view if you get to sit by the window.
",2019-06-07,3.0
1162,Tracy N.,"I came here for the first time earlier on my birthday with my boyfriend. It was packed but we were seated right away by the window, we got a nice view of the ocean and the pier which was pretty sweet. 

Our server was Sara, she was very optimistic and outgoing. She got everything we needed right away and did not hesitate to do so. We both ordered pasta, I got the chicken penne and he got the linguini & clams. My chicken penne was extremely bland. I had to pour so much black peppers and salt to get some sort of flavor in my dish. My boyfriends entree was really good though. 

It was my birthday dinner and I told my server that. She went out of her way and brought every different dessert they had in the back and let me pick what I wanted, which was very nice of her. The bill came out to be about $42, including my birthday discount. And the free complimentary birthday dessert. 

When I come back next time, I'm definitely going to try their steak instead!
",2016-08-02,4.0
1163,Christian S.,"Best fish n chips at pier 39. So delicious and savory. My wife and I came here like 10 times when we lived in the bay area. 

She always gets some kind of exotic food and I know she never complained about anything she ever got from here.

As for me I loved the fish n chips i always get 2 more pieces of fish and a couple of Anchor Steams real bay area.

Suckas Hella Jealous....
",2017-07-21,5.0
1164,Allie V.,"Woohooo! This place was so amazing. We were just walking aimlessly & stumbled across this place. Moderately priced and great experience overall.
",2019-02-07,5.0
1165,Sarah C.,"Excellent and friendly service. Clam Chowder was AMAZING! Food was decent. Not the best seafood platter we've ever had - but the customer service and view is so great that it's worth the experience.
",2018-05-20,4.0
1166,Kathy N.,"Disclaimer: Despite the fact that this restaurant has $$$, high stars and looks nice, you can totally get away with dressing casually!! 

The pricing of the dishes here were definitely a bit steep. 

We had gotten a dozen of the raw oysters which was served with some type of vinaigrette and also cocktail sauce w/ horseradish. It was basically your typical raw oysters - it wasnt specified what type of oysters they were. $34 for 12 oysters. 

Ahi Tuna Poke $18 - Loved the flavors in this! It was very fresh tuna served with some chopped mangoes. I thought the mangoes were a nice touch to balance out the flavors. Great appetizer to start out our meal with.

Clam Chowder w/ Crab - got the cup size to try ($7), to add crab was an additional $7, but well worth it! Had to really get that seafood experience, right? The chowder was good on its own, but the crab added an extra umph and texture. I enjoyed it. Their chowder was also rewarded best in SF! 

Seafood Penne $23 - The sauce for this was really favorable, but it didnt exactly ""wow"" me. The overall portion of the dish looked to be large, but once you get into it there was not a lot of penne within the actual dish. However, there was definitely a decent amount of seafood to compensate! For a small girl, i found that this dish was just enough for me. 

Alaskan Halibut $34 - This was part of their seafood menu. A bit of a disappointment. Although the fish was very soft and fresh, it lacked flavor. We are more so people who enjoy more flavor in our dishes. Had to use sauce from the pasta so the fish wouldnt be so bland. 

Apple Crisp $8.50 - We came here for our anniversary, so they gave us a complimentary dessert. So nice of them! At the end of your meal, the server will come out with a tray of desserts to choose from - you select the one you want and they will prepare you a new one from the back. I was silly and was about to grab it right off the tray. The Apple Crisp was delicious. Not too sweet and served with vanilla ice cream. Unfortunately, i was too full from the dinner that i couldnt finish the dessert - which never happens.

For being a high rating restaurant with steep prices, I would have taken this place to be a more upscale restaurant, but its a great spot to come for any occasion at any time of the day.
",2017-09-30,4.0
1167,Allison S.,"When I came here for the first time it was my grandparents anniversary. I ordered salmon, it wasn't very good for the price. I came here again later on and ordered salmon again. It was delicious!!!
",2019-02-04,5.0
1168,Shantel T.,"We sat at the bar and ordered drinks why we waited for our table. The bartenders were on top of things and made some delicious drinks. I had 2 of the Escape Alcatraz drinks and had a good buzz. This place is nice and we had a beautiful view of Alcatraz from our table. We ordered the garlic cheese bread for an appetizer it was by far the best I've ever had. My New York steak was so juicy and full of flavor. Also, the mashed potatoes and veggies that came with it were really good i could have licked my plate clean im definitely going to come back.
",2018-05-29,5.0
1169,Khaye S.,"Came here with a bunch of friends and food was great, my only complaint was that we all had to go 3x back and forth about the validation for our parking. NONE worked. we had to pay $80 worth of parking on top of our $500 food bill. Needless to say, we are not coming back.
",2018-11-06,2.0
1170,Karren L.,"I can't believe I've never written a review for this place. I absolutely love Fog Harbor. The cioppino was so amazing! It's the only thing I order when I go there. The fried calamari is also delicious! Service is always on point and so is the food.
",2018-04-25,5.0
1171,Debra R.,"Amazing administration, tasty sustenance, worth each penny encounter! Would exceptionally prescribe reserving a spot. There were bunches of individuals in line. We strolled up, gave our name and were reclaimed quickly! Had the most AMAZING perspective of Alcatraz! Will make this an absolute necessity stop on each trek back to San Francisco! Much thanks to you Fog Harbor staff for making our visit there such a life-changing one!
",2018-12-14,5.0
1172,Dannah S.,"I took my family down here today and we were all very pleased with the service, food, and atmosphere. Our waitress, didn't catch her name, was polite, courteous, and friendly, she never neglected the table. She always came back every 10 minutes or so, despite the restaurant being fairly busy, to check and make sure everything was okay and refill our drinks. 
The food was pretty good too, we all ordered something different, the seared cod that I had was great, but what blew me away was the tomato and sauce that was on it, so flavorful! We also shared some fried calamari with jalapeño as an appetizer which we gobbled like it was our last meal. Keep in mind though, the food is a bit on the pricey side, so it's not ideal for large families on a tight budget. 
The view and pictures can't be beat either, right by the water with a view of the bay, Alcatraz, ships, and the city. 
The only criticism I would have is there was a bit of a foul smell throughout the place, but given it is a seafood restaurant it's understandable and you get over it quickly. 
Otherwise, I recommend this place to anyone! We loved our experience here, and it's worth a try!
",2019-06-04,5.0
1173,Lucas G.,"Amazing food and great atmosphere. I enjoyed my meal with my family. I would recommend this place to people who like having having a great meal!
",2019-01-07,5.0
1174,Stanley J.,"My spouse liked the chowder on our first visit here so we returned at thanksgiving a few years ago. I started with the scampi cocktail which contained almost still frozen farm raised scampi presented in a way that was quite obviously prepared days in advance. I didn't finish. The spouse had the chowder which wasn't rated as highly as before, whole crab which was rated marginal. I ordered the salmon, not expecting a farm raised toxic tasting anemic looking filet I couldn't finish. The sides were regular Denny's quality, nothing special. The deserts were uninspired previously frozen items one would find at Costco. All of this would be fine if this place didn't tout itself as world class seafood. Our server was only seen once, for the remainder of the meal we seemed to have been taken over by food runners and bus staff.  The bill was of course close to $200. I deleted a previous review generalizing our experience after received a reply from management requesting details because it ""wasn't the sort of review they were accustomed to"" so here you are. I should have checked with my employees or any long term SanFran resident, in advance; it's common knowledge this is a visitor/ tourist/view restaurant only. Our food looked nothing like the photos offered by the business owners on this site. The generic cut/paste review below by Bob was for my previously deleted review which apparently doesn't go away when reviews are revised.
",2018-10-21,1.0
1175,Tatiana V.,"A MUST visit for the seasfood lover! If you are looking for fresh and delicious seafood dishes, then this is your spot! Moderately priced but great quality seafood. The portions are good, the seafood is actually large. You won't have to fish for it in your Cioppino (no pun intended), which by the way is phenomenal. Beautiful waterfront views of Fisherman's wharf, casual dressy atmosphere, and they will validate your parking for an hour. Use the parking garage across the street and walk across the catwalk to Pier 39.
",2017-09-13,4.0
1176,Jessica B.,"What a great experience! The food was delish, the view spectacular and the service was ""top shelf""! Our server (Michael) is an absolute superstar - very patient, relaxed, helpful, knowledgeable and funny as heck! Capped off a perfect ""date day"" with hubby! Highly recommend.
",2019-02-02,5.0
1177,Marie P.,"I found this place on yelp and it was very satisfying,  service was really good, and the food was really good. Nice location right off the water in Pier 39. FOr a tourist location I was very happy.
",2018-12-12,5.0
1178,Allan R.,"If you find yourself here during crab season, try the scallop and crab risotto. The lobster roll is also phenomenal. All around good food, service, and atmosphere!
",2019-01-05,5.0
1179,Leslie N.,"Great seafood restaurant. I had the Cesar salad with Salmon and chowder soup. My husband had the crab risotto with scallops. The food was delicious and the service was attentive. It has a beautiful view of the water. I highly recommend this restaurant!
",2018-05-01,5.0
1180,Frasier J.,"Delicious clam chowder soup. Great service. Fresh oysters. However, the food left us underwhelmed. I had the filet mignon topped with crab with sautéed spinach and ""mashed potatoes"" the potatoes had more lumps than mash and were not cooked well. The crab was topped a very thick sauce that tasted like the smokiness you get when you bite into a Burger King burger. Very strange. My friend chose the shrimp and steak chow mein. Her noodles were too rubbery to eat. All in all try their chowder and appetizers.
",2018-10-01,3.0
1181,Erika D.,"Great food. My friends and I are going again this weekend. The fish was awesome thanks guys
",2019-01-31,4.0
1182,Mega Team R.,"I was here at Fog Harbor Fish House with my friends.. the foods were great .. I love sea foods that why i can say that foods are great and its my choice.. 
My favorite foods are the calamari, surf and turf, and Garlic Roasted Dungeness Crab.. love your blueberry press here! 
Me and my friends enjoyed our food because of the nice view.. very refreshing and stress free.. 
The crews/waiters here are friendly and accommodating! thumbs up!
",2018-04-08,5.0
1183,Jim C.,"The views are to die for, the service is top notch, and the food was excellent! I got the shellfish platter and added a lobster tail. If you don't mind spending $8000 for dinner, this place is awesome! The sourdough bread was delicious. The chowder in a bread bowl was OK, but not as good as new England to be honest. My wife had some beef skewers for an appetizer that were absolutely delicious! Her risotto for dinner was weird... I couldn't tell if it was risotto or Rice-A-Roni! I guess that is the San Francisco treat... Ha ha. Anyway, the rice was not like a typical risotto. It wasn't sticky enough, and it needed I heckuva lot more Parmesan cheese and maybe just a tad more seasoning in general! It was very tasteless. Not a big enough let down to not give this place five stars though. It truly was an amazing place. Oh, and I know this is stupid, but the lemonade was awesome!
",2018-04-21,5.0
1184,Minea M.,"This had to be the best cioppino that I have ever had! It was full of seafood (including lots of crab) and FLAVOR! I got the lazy version which was well worth it after a long day of riding bikes and touring SF. I come to SF a lot for work and I think this place will be on my itinerary regularly. Delicious!
",2018-09-02,5.0
1185,Sophia B.,"We had a great dinner today! I had the whole crab (regular) and it was delicious! Though it was a little pricey, it was worth it! We sat by the window and we had a great view. I definitely recommend if you are visiting Fisherman's Wharf.
",2018-07-05,5.0
1186,Kim K.,"I recommend this place to everybody. The fish is excellent and perfectly cooked. The only thing left to do is to enjoy.
",2019-01-30,5.0
1187,Patricia N.,"Definitely one of my favorite meals in San Francisco.  It's consistently busy.  Luckily, I travel alone and can usually find a seat at the bar.  Great service too!

I tried one of their house beers (Fog Harbor Lager) which went perfectly with my plate of Garlic Roasted Dungeness Crab (whole-$42).
",2016-09-04,5.0
1188,Matthew G.,"my first impressions: 4000+ reviews so must be good.  second impression: its in pier 39 so it must be a tourist trap.  decided to go in anyways.  came in around 8pm on a sunday and still had to wait about 5 minutes.  surprisingly it was pretty busy.  got a chance to look at the menu before we sat down.  sat us down and gave us bread and water.  the sourdough was fresh out of the oven.  sooo good with that butter.  even better with a bowl of clam chowder.  it was creamy and lots of clams.  ordered the shellfish platter with garlic noodle and the fish and chips.  OMG when it came out it was huge.  the plate was the size of me! and that was just for 1 person.  they have an option for 2 people.  i cant imagine how big that would be.  it came with lots of shrimp, mussels, clams, half crab, potatoes, and the whole bottom was full of garlic noodle.  everything was delicious.  the fish n chips had 3 huge fish very plump with a lot of fries.  we were dying trying to finish it all.  but in the end the quantity was too much for us.  had to throw in the towel.  and dessert? forget about it.  couldnt move.  the prices are okay i mean its seafood so its gonna be a little more on the high side.  overall it surpassed my expectations.
",2018-10-16,4.0
1189,Evan K.,"We ate here late on a Wednesday, and they held our reservation for nearly an hour so we had a table to eat at instead of the bar. I had the Shellfish Stack, which was wonderfully garlicky and messy. They give you a bib, which I grudgingly but wisely wore. The service was attentive and thoughtful. This is a nice spot on Pier 39. I'd say it's a step above most of the touristy spots in that area.
",2018-12-08,4.0
1190,Shannon H.,"This place is such a tourist trap and I fell right in.

I am new to the bay area and had some friends visiting san francisco for a wedding. We decided to grab dinner and so after scouting out a few places I landed on Fog Harbor Fish House. The wait wasn't crazy long, maybe 10-15 minutes on a Saturday at 5ish. We also opted for seating by the water or not, whichever was available first.

The food is good but fairly standard and for the prices and the yelp rapport this place has I expected a bit more. The seafood was fresh but, I mean, you're on fisherman's wharf and the seafood is fresh at most places around here. The food is well done (though a little oily imo) but you can get that at a lot of places along the embarcadero. You wouldn't get a bad meal eating here, just not a stellar one. For san francisco and especially for downtown/embarcadero, keep looking.

Ps. Biscoff coffee house is downstairs from this restaurant and their coffee is really yummy (whole bean or brewed for you). If you're a cookie butter fan, it's a must try. :)
",2018-03-05,3.0
1191,Ariel A.,"SHELLFISH TOWER!!! Everything was cooked nicely, nothing over cooked. The crab ceviche was to kill for.
",2018-11-07,5.0
1192,Alondra A.,"Me and my hun love trying new restaurants and we recently went to this one and we were impressed by the amount of food they serve and it was delicious. The customer service there was great our waiter Justin H. Was awesome gaved us good recommendation and is a very nice person! This restaurant will be our go too, just make reservations because it was a 1 hour wait for a walk in
",2018-07-03,5.0
1193,Robert F.,"Decided to go out on Saturday night down to Pier 39 to feast on some good seafood and this placed was the destination. I thought initially it would be a good idea to make a reservation because I thought it would be busy but when I called the lady on the line indicated that the only times available would be around 10:00 pm and that if I arrived early there would be plenty of seating. So, I arrived around 7:00 pm and waited in line briefly before being met by the hostess. When I finally asked about a table to hostess told me it would be about a 30 to 45 minutes wait for a table!!! At this point, I am so disappointed in having to wait because I was initially told that there would be tables available.

I give my name and phone number to be notified when my table will be ready. I then proceed to take my seat and wait. The system that they have here is that the will text you or call you when your table is ready if you are not in the area. One nice thing is that the staff said that the wait may be shorter than the estimated time that they provided which I found to be a bit comforting. As I wait I take a few pictures admire backdrop of the bay and the sights at the Pier. After 45 minutes go by I proceed to the hostess and ask if my table is ready. She then asks for my name and then looks through the names. She then says that she does not see my name. Then she proceeds to ask me who took my name and number and tell her that she took it. Apparently, according to her, she called out the name earlier and someone took my spot. WHAT!!! My next question is did she check the ID? I get a blank stare and no answer, figures! What is the point of taking the name and phone number if you are not going to verify this information, come on man!!!! At this point, she apologizes and says it will be five minutes. At this point, I am just infuriated and disgusted by the madness of trying to get a table. 

Eventually, I am seated and ready to order. My server Adam was the best! He is the sole reason why this rating is so high. He was absolutely phenomenal. His recommendations were helpful and made my meal decision a whole lot easier. His timing to check-in was right on and the dessert tray was incredible. Unfortunately, I did not order dessert because my food was so good and I was stuffed. But, had I ordered a smaller meal I most definitely would have gotten a least one or everything from the dessert tray. 

Overall, the food was great but getting inside was just so much of a hassle and a pain. It is a good thing that servers like Adam work here because he really made the visit here worth it. I cannot say that about anyone else. 

#GoodFoodLongWait
",2017-08-18,4.0
1194,Elliott Q.,"There are lots of restaurants can cook crab or lobster, but we don't know which one is excellent. So through yelp , we chose this one.
We ordered 2 whole dungeness crabs, one is original and the other is garlic. We also ordered lobster ETC.
The best is dungeness crab, but they are not alive before cooking, died few hours ago. If they were staying alive before cooking would be perfect.
The situation and service here are also good .
",2018-02-12,5.0
1195,Gigi D.,"I came across this place by walking around the wharf. We wanted to sit at the bar initially but was accommodated quickly when we changed our mind to sit at a table. Pretty busy for a Thursday afternoon, but worth it for beautiful view. Our waiter was friendly and pleasant. We were in between meals so we ordered, crab cake appetizer, a cup of clam chowder, and a bread bowl chowder with added crab. Everything tasted absolutely delicious! The table next to us had ordered a salad with crab and it looked delicious. I wish I had room to order and eat it myself. This place is definitely worth dining at for any occasion.
",2018-10-24,5.0
1196,Susan K.,"If you love seafood and you love fresh sourdough bread, this is the place to go. Great service, better food, and the best tiramisu I've ever had. They don't even care what you're wearing even though it seems like a fancier restaurant.
",2018-06-08,5.0
1197,Make Em Say U.,"It was great until tug boat willy came over to my table and started talking about the different species of fish. Food was great, but tug boat willy is not that great.
",2019-02-11,2.0
1198,Biby B.,"I would not go back here. Only thing this place has going for it is the location and view. Seemed like I was on a cruise ship.

Poor quality food and vibe is not typical SF.

The menu was all over the place too.
",2018-06-07,2.0
1199,Jeffry B.,"Good food, good ambience, good view.  A bit pricey, but worth it if you are travelling!
",2018-07-01,4.0
1200,Katie R.,"This place could easily be great - location, ambiance, and food for the most are on point. Unfortunately we had a group of six with a space cadet server. Though the bartender, bread/water service and a check in from the manager seemed alert, the bulk of our dining experience fell short. 
Oysters were a disappointment - small and flavorless. The sourdough bread  is fantastic! Calamari was a Bret variety with delicious jalapeños and onion straws mixed in. Muscle fries were unique and much better than the oysters but I wouldn't get them again. The chowder however was fantastic and worth the visit. Adding crab meat to the salad was clutch and easily enough to top the salad and toss in the soup. 
Overall, could be improved. It's disappointing it wasn't a better experience but they have plenty of redeeming aspects to make it a decent option if you're in the area.
",2017-08-14,3.0
1201,J C.,"Great view and service by our server Asia today. She was courteous, prompt, and friendly.  Excellent crab and chowder. Delicious food washed down with delicious drinks. A pricey treat! Crime brûlée was perfect too.
",2018-09-29,5.0
1202,Destiny C.,"The view itself is probably the only reason I would go back. I was honestly disappointed in the food, I was expecting a lot more. The salmon and cod wasn't anything special.
",2018-12-04,3.0
1203,kamran a.,"Arif was great, he helped is thorough the ordering and everything he said was right. If you want the best experience ask for him.
",2019-02-10,5.0
1204,Scott S.,"This was my wife and I's first taste of San Francisco seafood.  There are countless options in and around the San Fran area.  We had the baked oysters, clam chowder in a sourdough bowl, and there calamari.  All dishes were excellent.  Would recommend the baked oysters especially.  The views from the restaurant of the bay were great, only knock on this place was price.  But I guess your also paying for the real estate on which you sit.
",2018-06-04,4.0
1205,Kailash K.,"My family and I were looking to try some seafood and have some steak. We heard about this place and many people referred us to here. They even gave us 15% off to use for our bill. Everything was great, the food, the service, the hospitality by everyone else. Highly recommend, and Jess was a great server!
",2018-12-27,5.0
1206,Nilay P.,"Great seafood with a view. A little on the expensive side, as expected for the prime location. The restaurant itself is done up really well, and they have a swanky looking bar. The space is huge; Even with no reservation on a Friday night we got a table for 3 in 10-15 minutes, so not a crazy long wait. Service was quick too, which is not often the case in a big space.

The spicy red chilli shrimp and garlic roasted crab were excellent!
",2018-06-04,4.0
1207,Matt J.,"Chowder was amazing! Views were awesome and we were sat right away.  My moms potatoes were cold so that's why I took a star away.
",2018-09-02,4.0
1208,Nazuki Y.,"Nice view. Pretty romantics
But always long line. Recommend to make a reservation. I visited here twice. This time is on Saturday night around 6:30 without reservations. It took 45 mins to have a table. Taste is ok. The view is really nice. The waiter was nice too. 
Pasta linguine: pretty good. Tasty with clams
fish and chips: big portion!
Fries combo:big portion too! Taste same and a little boring
Tuna poke: good! My friends didn't like mango in it but I liked it
",2016-09-24,4.0
1209,M C.,"This is a great place to visit on the pier if you're looking for a delicious family dinner or lunch. The view of Alcatraz was breathtaking. The steak with whiskey sauce is very good. Award winning clam chowder is amazing!  Service was quick and convenient.  By far my favorite place on the pier.
",2018-07-23,5.0
1210,Shanthi N.,"Amazing food - went with a party of 15 and they accommodated us with great hospitality. The food and drinks were great - we tried a lot of dishes and all were great .... would definitely go back there
",2018-12-26,5.0
1211,Hemal K.,"Great location and good food. Waiting time can kill your appetite. Thanks to Yelp, you can now get in queue without being at the restaurant. Must try the spicy shrimp from the appatizer menu.
",2019-01-21,5.0
1212,Maansi D.,"I love this place, especially love the oysters here! That paired with a view over the water and it's a great place to relax on a nice day. Bit on the costlier side, to be expected from a touristy street.
",2017-10-08,4.0
1213,Jaziglo J.,"Excellent service, dinner and dessert fabulous, Love the ambiance!! We will be back. Only complaint is the hostess seating needs a little professional refreshing .
",2018-12-25,5.0
1214,Jenoa L.,"Excellent service and the food is beyond delicious!! We had a waterfront view which was such a nice touch to celebrate our anniversary. The servers were extremely attentive and friendly. Food was fresh and each dish we ordered was perfect! We will be back soon!
",2018-10-03,5.0
1215,Fanny S.,"This was the best thing that I had on my San Francisco trip! The food was delicious, and the service was great! We ordered the shellfish platter with a lobster, the seafood penne, which were all delicious, but the show stopper was the scallops and crab risotto. That was so delicious! There are four scallops that are beautifully cooked, and they were seasoned perfectly. The risotto itself was great, but I feel like it could've had a bit more flavor. If you can go, definitely go, and try those things listed above, especially the crab risotto. You can enjoy the view while having a delicious meal!
",2018-05-14,5.0
1216,Jatin K.,"I had read many reviews before I got here and decided to give it a whirl. This was our first stop when we arrived to fisherman's wharf, we had a party of 9 about 230 pm on a Friday afternoon and were seated right away on the window side. We all sat down ordered a bunch of drinks and appetizers, at first I feel like the waitress was a little annoyed and wanted to rush us out of there but then later she did end her shift while we were still there so I'll give her the benefit of the doubt on that one. This was hands down some of the best seafood I've had. The calamari was delicious and perfectly cooked. The oysters were the most fresh delicious oysters I've ever had. The whole table tried an oyster even the people who aren't oyster lovers. We ordered the sliders which had such a delicious sauce on them which made them absolutely amazing. The blue cheese garlic bread was a nice touch on the menu however the taste doesn't really match the concept of this place. Overall the service was decent, the food was amazing and the view was awesome.
",2018-03-13,5.0
1217,Lauren K.,"This is THE place to eat crab. The view is gorgeous, the service impeccable and the best crab cakes I've ever eaten. My mom and I shared: cracked dungeness crab, crab cake, a dozen fresh oysters, and a bread bowl of clam chowder with 2 iced teas with a total of 102 dollars so it's not cheap, but by far one of the most special meals I've ever had. 

I highly recommend this place!
",2017-06-23,5.0
1218,Eric P.,"Went here for lunch after reading some of the reviews for this place. It was only moderately busy around noon on a Monday, so I got immediately seated next to a window with a view of the water. 

The server was attentive and suggested I try one of the specials that just started this week... More on that later. 

I had the clam chowder with sourdough on the side to start. I've had a lot of clam chowders in my day, and this by far is one of the best if not best I've ever had. Not too dairy creamy... Tons of clam meat... Not overloaded with potatoes and seasoned just right. The hot sourdough bread was also very tasty... Served piping hot and fresh. 

Now for my main entree I had the king salmon special. What can I say? Pine nuts, avocado, orzo, locally caught king salmon, fennel, and a nice salad... Talk about explosion of flavor. Besides the salad/orzo combination being amazing by itself, the king salmon was cooked to perfection... With a delicate texture, nice seasoned crust and that bright red color... All in all a very good piece of fish. 

The only downside to this place is the cost, but you get what you pay for. I'd highly recommend those of you in the area visiting to give this place a try. I'll definitely be back!
",2016-06-27,5.0
1219,Johnny N.,"This place is like any other tourist trap destination in the bay, expect to pay high prices for mediocre at best food. If you want to experience what the bay really has to offer go find yourself a local Mom and pop shop to dine at. You would think with so many Dungeness crabs in the bay that they would serve you fresh crabs and not frozen, we guessed wrong!
",2018-09-12,1.0
1220,Katelyn C.,"I've been to Pier 39 multiple times but I've never eaten here. This is now my favorite place to eat on the pier! Not only was the food delicious, but the atmosphere and view were perfect. Beautiful view of the bay and sunset. On top of that, our server Curtis was so kind, personable, and fun! Highly recommend if you're coming to Pier.
",2018-09-23,5.0
1221,Eric A.,"The views you get of the bay overlooking Alcatraz are amazing while dining here. With all the options of clam chowder all over pier 39, this one is a few more dollars and slightly smaller but still tasted pretty good. It's a nice place to dine away from all the tourist and birds flying all over the place. The crab roll we ordered was tasty on top of a perfectly toasted bread. We noticed all the other food options available that was being eaten and they all looked good. You definitely can't go wrong with eating seafood here. The wait was about 30 minutes around noon time on a Friday which wasn't too bad at all. Definitely want to try the other items on the menu but the clam chowder is definitely a must while in San Francisco.
",2017-08-12,4.0
1222,Tanae C.,"I just had the BEST margarita ever.. please ask Quianna to make your next margarita, she has great energy and she's super sweet!! Thank you for awesome service Quianna i will be back to see you!!
",2018-05-11,5.0
1223,Harrison D.,"Michael's customer service was exquisite. Made my family's first time amazing, he was also helpful with our selection. The shellfish platter was tasty and different from the other restaurants I've been to.
",2018-12-21,5.0
1224,Alex D.,"Great restaurant with great customer service! Thanks to our server Michael, he made our stay very comfortable and food absolutely satisfying!
",2018-12-21,5.0
1225,Mercedes C.,"This is one of the best place to have dinner in San Francisco. The view, the service, the food.... everything was simple perfect!!! 
Don't miss this wonderful restaurant, will be memorable.
",2018-05-29,5.0
1226,Maria L.,"This restaurant was pretty good. Food was amazing!! The view of the harbor was also very nice. Ordered the scallop risotto and steamed clam appetizer for lunch. The broth was amazing to dip the bread in. Definitely would recommend and would also go back when I'm in the Bay Area.
",2018-11-25,5.0
1227,Tanner D.,"Pleasntly surprised.

I usually try my best to avoid restaurants in tourist dense areas. When my wife and friends wanted to go here, I threw on a smile and said ok... Prepared for the worst.

The menu had alot of options, and portions seemed fairly. I ordered the clam chowder and crab roll. 

They were both delicious. I was amazed. I even saved some of the rolls they bring you for the chowder. Boy was I in heaven. 

The place, although nice is packed with tourist, however the restaurant is bright and provides a gorgeous view of the Bay. Usually a wait for lunch however I think that it is actually worth it. If I was a local I wouldn't be horrified to bring my friends here. 

Will it blow you away, no... But will it leave you happy with some change in your pocket? Absolutely
",2018-02-14,4.0
1228,Claudia C.,"Came to celebrate Father's Day with kids and husband and the service provided from starting on the waiting for a table great. The restaurant provides phone chargers! First one for me.
The waiter provided an outstanding service .
Food was delicious we all have a very nice time .
I highly recommend this place they also write for any celebration you may have at the table like Happy anniversary of Birthday upon request
",2017-06-19,5.0
1229,Mike V.,"Excellent location, excellent service, excellent food, best clam chowder I have ever tasted. Can wait to visit again.
",2019-05-13,5.0
1230,Sarah S.,"No complaints from sitting at the bar and had the bartender from Prescott,AZ. :) highly recommend for a good sampler of fresh seafood
",2019-05-26,5.0
1231,Stefanie T.,"It was very busy when we came in, we sat at the bar and had a few drinks while we waited. The drinks were good, the clam chowder was amazing and the view is beautiful. You can't go wrong with the place!
",2018-12-19,5.0
1232,Sofia S.,"Came out to fisherman's warf today and decided to have lunch at the Fog Harbor. Visiting from Chicago, we don't really get good seafood so this place was such a treat!
Our server, Amy, was very attentive and friendly. If possible, ask to be seated in her section, you won't regret it! We got the scallops and the clam chowder for our starters and they also have complementary boudin sourdough! How awesome is that?! It was hot and fresh! We also got the strawberry lemonade and nojito which were also really good. The view from our table was also nice! As we were devouring the scallops, another server, Martin, offered to refill our jalapeño aioli dip which my boyfriend was eating by the spoonful. Overall, great service, good food, and awesome view! Will definitely come back.
",2017-08-02,5.0
1233,Demetrios N.,"We almost made the mistake of eating at an adjacent restaurant. However, we ended up at Fog Harbor and wow, what a treat! Our server was amazing and so was the food. 

We're all very picky, and I can say for sure that this was the best dining experience we had while in California. If I could rate it with 10 stars, I would.
",2018-07-15,5.0
1234,Kirby B.,"We stopped into Fog Harbor Fish House on a rainy day during a recent trip to SF. Not only was the clam chowder delicious, but the freshly baked bread bowl was also amazing and the customer service was very good. Highly recommend.
",2018-12-18,5.0
1235,Eduardo F.,"Great experience at the Fog Harbor Fish House. Went there today with my wife and we had a great time. The food was great (we only had fried calamari and a clam chowder, which was amazing), as it was the service, thanks so much, Justin!
",2019-01-13,5.0
